44.5811	 206
44.7314	 224
45.3838	 223
46.4468	 221
47.725	 207
47.8947	 213
48.9101	 205
49.245	 211
49.4594	 212
49.8326	 218
49.8822	 210
50.228	 216
50.6428	 143
50.7329	 209
51.4093	 217
51.802	 222
52.0645	 214
52.1302	 219
52.3727	 116
52.7395	 162
53.029	 186
53.2389	 220
53.7652	 215
53.8647	 164
53.9199	 208
55.3542	 183
56.4357	 144
56.5949	 167
56.725	 46
56.725	 35
56.725	 7
56.725	 78
56.725	 28
56.725	 88
56.725	 56
56.725	 1
56.725	 62
56.725	 2
56.725	 90
56.725	 59
56.725	 81
56.725	 57
56.725	 11
56.725	 39
56.725	 49
56.725	 21
56.725	 38
56.725	 43
58.2227	 148
58.25	 101
58.25	 100
58.4456	 112
58.6548	 140
58.9842	 126
59.05	 102
59.125	 104
59.143	 106
59.175	 103
59.1911	 195
60.9101	 193
61.0812	 133
61.5344	 161
61.8049	 107
61.932	 154
64.9847	 211
65.3399	 151
66.5955	 224
67.0549	 212
67.4829	 223
67.5777	 214
67.8295	 220
69.3716	 209
69.9955	 215
70.5727	 206
71.3471	 230
71.4142	 162
71.4265	 226
71.7571	 205
71.7576	 210
72.5214	 164
72.7433	 216
72.9773	 167
73.0367	 225
73.7133	 140
73.7419	 221
74.0532	 183
74.1754	 217
74.5676	 213
74.6895	 143
74.7144	 154
75.4457	 219
75.698	 222
75.8089	 207
76.2183	 228
76.5698	 151
76.572	 161
76.5732	 106
76.6969	 107
76.9714	 208
77.2757	 229
77.5275	 112
78.6794	 195
79.2322	 218
79.3713	 193
80.188	 148
81.1533	 116
81.8025	 126
81.9274	 144
81.9902	 231
84.235	 233
84.5811	 206
84.7314	 224
85.3838	 223
86.0519	 133
86.3079	 186
86.4468	 221
87.5638	 232
87.725	 207
87.8947	 213
88.3026	 230
88.7665	 225
88.9101	 205
89.245	 211
89.4594	 212
89.5637	 226
89.8326	 218
89.8822	 210
90.228	 216
90.6428	 143
90.7329	 209
91.4093	 217
91.5837	 227
91.802	 222
91.825	 103
92.0645	 214
92.1302	 219
92.3727	 116
92.7395	 162
93.029	 186
93.2389	 220
93.7652	 215
93.8647	 164
93.9199	 208
95.3542	 183
96.4357	 144
96.5949	 167
97.5521	 229
97.8529	 228
98.2227	 148
98.4456	 112
98.6548	 140
98.9842	 126
99.143	 106
99.1911	 195
100.91	 193
101.081	 133
101.534	 161
101.805	 107
101.932	 154
103.768	 234
104.145	 205
104.337	 223
104.675	 46
104.675	 35
104.675	 7
104.675	 78
104.675	 28
104.675	 88
104.675	 56
104.675	 1
104.675	 62
104.675	 2
104.675	 90
104.675	 59
104.675	 81
104.675	 57
104.675	 11
104.675	 39
104.675	 49
104.675	 21
104.675	 38
104.675	 43
105.34	 151
105.511	 207
106.471	 221
106.508	 225
106.518	 233
107.125	 103
107.868	 232
107.996	 231
108.585	 208
108.668	 218
109.008	 219
109.275	 55
109.308	 210
109.349	 227
109.468	 212
110.08	 222
110.489	 216
110.788	 209
111.018	 215
111.296	 214
111.925	 104
112.294	 224
113.352	 211
113.509	 228
114.236	 220
114.341	 161
114.565	 213
114.639	 206
114.697	 148
115.395	 126
116.45	 167
116.905	 140
117.389	 229
117.46	 195
117.516	 107
117.684	 230
117.957	 106
118.034	 162
118.273	 151
118.433	 133
118.671	 143
118.672	 217
118.761	 116
119.049	 164
119.504	 112
120.584	 231
120.799	 234
121.462	 225
121.525	 144
121.542	 233
122.66	 183
122.85	 154
123.65	 103
123.859	 232
124.065	 193
125.028	 226
125.132	 212
125.604	 186
125.712	 228
126.053	 224
126.453	 218
127.325	 205
127.934	 219
128.232	 222
128.382	 220
128.424	 211
128.547	 215
128.893	 216
129.373	 210
129.416	 209
130.809	 229
130.853	 183
132.208	 208
132.243	 214
133.292	 167
133.72	 234
134.252	 227
134.721	 217
134.918	 207
135.08	 213
135.572	 223
135.932	 107
136.568	 221
136.675	 225
136.91	 164
137.253	 195
137.922	 206
138.351	 112
138.365	 151
139.598	 143
139.626	 161
140.078	 106
140.138	 148
140.612	 133
140.81	 233
141.059	 140
141.642	 126
143.093	 186
143.991	 116
144.317	 154
144.442	 193
144.453	 230
144.644	 162
145.053	 205
145.095	 216
145.433	 144
145.768	 232
146.538	 214
146.586	 224
146.596	 223
146.837	 231
146.847	 226
147.375	 103
147.507	 208
147.592	 227
147.725	 215
148.172	 219
148.269	 148
149.035	 212
149.407	 218
150.159	 213
150.374	 229
150.64	 210
150.644	 206
151.139	 222
151.226	 221
151.944	 195
152.343	 207
152.561	 211
152.986	 126
154.169	 116
154.612	 162
154.82	 143
154.847	 233
154.858	 220
155.969	 228
156.06	 209
157.187	 107
157.475	 144
157.63	 151
157.839	 217
158.49	 167
159.524	 211
160.341	 106
160.723	 140
161.234	 193
161.512	 186
162.188	 183
162.83	 227
163.709	 133
164.595	 218
165.304	 220
165.635	 112
165.903	 207
165.951	 161
166.265	 154
167.044	 213
167.344	 217
167.403	 206
167.786	 210
167.803	 224
169.066	 164
169.07	 214
169.077	 232
169.505	 223
169.728	 209
169.868	 205
170.67	 107
170.875	 103
171.561	 208
172.305	 222
172.707	 195
172.855	 219
172.97	 216
173.144	 212
173.592	 221
173.966	 140
174.581	 215
176.992	 148
178.209	 116
178.238	 186
178.418	 193
179.144	 151
180.309	 161
180.406	 144
180.787	 234
181.127	 126
181.48	 106
181.807	 154
181.935	 167
181.986	 162
182.275	 164
182.711	 223
183.168	 183
184.193	 208
184.194	 133
184.564	 143
184.628	 224
185.532	 112
187.197	 220
187.203	 210
187.848	 218
188.261	 217
188.91	 207
189.022	 209
189.209	 213
189.438	 216
189.585	 219
189.944	 205
190.379	 222
190.695	 214
190.775	 103
192.27	 162
192.277	 154
194.418	 143
194.435	 144
194.953	 183
195.132	 206
195.206	 126
195.669	 211
195.98	 215
196.032	 212
196.406	 221
197.633	 140
197.986	 186
198.594	 161
199.093	 195
199.239	 164
199.276	 148
199.996	 193
200.292	 106
200.318	 151
200.689	 107
201.044	 112
202.11	 133
202.15	 167
203.522	 116
203.994	 224
204.837	 222
205.183	 221
208.032	 215
208.76	 211
209.46	 209
210.043	 218
210.286	 207
210.474	 206
210.525	 103
210.648	 216
210.737	 210
211.252	 220
211.618	 214
212.022	 219
212.874	 208
212.901	 112
213.535	 106
213.596	 205
214.47	 223
214.477	 195
214.627	 193
215.199	 144
215.25	 217
215.476	 212
216.329	 213
216.873	 167
217.766	 143
218.039	 186
218.184	 140
218.231	 161
218.36	 164
218.425	 102
219.021	 183
219.313	 126
219.616	 148
220.562	 154
220.864	 116
221.728	 209
221.785	 107
222.158	 133
222.603	 162
223.992	 151
224.57	 208
224.639	 213
225.565	 211
226.352	 216
226.533	 217
227.244	 220
227.425	 101
227.45	 100
227.979	 218
229.092	 221
229.349	 219
230.184	 207
230.514	 215
230.733	 222
230.996	 210
231.443	 214
231.695	 223
231.852	 212
232.122	 224
235.79	 126
236.347	 107
236.559	 143
237.45	 112
237.865	 206
238.549	 205
238.896	 162
238.981	 144
239.116	 164
239.287	 167
239.476	 161
239.647	 186
240.398	 106
240.602	 183
241.291	 140
241.774	 195
243.61	 133
243.877	 148
244.777	 151
244.8	 102
245.015	 220
245.571	 216
246.481	 154
246.865	 193
247.044	 217
248.05	 215
248.527	 116
248.899	 218
249.195	 211
249.45	 212
249.816	 206
249.854	 205
250.021	 223
250.295	 221
250.325	 101
250.35	 100
250.458	 209
251.187	 210
251.214	 224
251.214	 213
251.48	 222
252.122	 207
252.825	 208
253.954	 214
255.06	 133
255.374	 162
255.71	 183
256.021	 219
256.022	 167
257.084	 195
257.656	 193
257.72	 154
258.274	 164
259.202	 144
259.366	 126
259.526	 107
260.007	 151
261.158	 140
261.4	 112
262.13	 210
263.313	 106
264.116	 116
264.318	 161
265.367	 211
265.395	 186
266.196	 218
266.703	 209
266.775	 102
266.858	 222
267.497	 207
268.934	 216
268.948	 148
269.105	 215
269.431	 206
269.932	 223
270.396	 217
270.566	 214
271.45	 143
271.665	 213
271.79	 224
272.075	 101
272.1	 100
272.27	 208
272.425	 221
272.771	 212
273.14	 219
273.254	 220
273.385	 205
274.644	 143
277.073	 164
277.288	 151
277.854	 183
277.915	 186
278.032	 112
278.133	 106
278.236	 133
278.773	 107
280.11	 140
280.613	 161
280.853	 116
280.87	 162
281.05	 148
281.284	 193
281.356	 195
283.292	 220
283.449	 206
284.116	 218
284.388	 154
284.407	 144
284.691	 222
285.333	 167
286.662	 208
287.53	 213
287.537	 209
287.825	 102
288.38	 126
288.521	 221
289.625	 212
289.906	 215
289.961	 217
289.992	 216
290.617	 116
290.667	 210
290.743	 219
291.925	 101
291.936	 167
291.95	 100
291.97	 224
292.078	 207
292.852	 148
293.453	 214
293.635	 112
293.919	 211
294.846	 205
295.849	 193
296.962	 223
296.988	 161
297.346	 183
297.434	 186
297.461	 126
297.702	 164
297.784	 133
298.158	 140
298.609	 106
301.06	 144
301.396	 223
301.411	 107
302.059	 195
302.226	 151
302.241	 143
302.955	 213
303.137	 208
303.406	 162
304.367	 220
304.802	 222
304.953	 218
305.752	 154
305.941	 217
307.3	 224
307.654	 211
307.822	 207
308.079	 216
308.158	 214
308.75	 102
309.567	 219
311.475	 101
311.475	 100
311.7	 205
312.721	 148
313.935	 144
313.949	 215
314.378	 183
314.569	 112
314.769	 154
314.965	 209
315.175	 221
315.578	 206
315.658	 151
315.831	 106
317.129	 193
317.45	 210
317.679	 126
317.707	 161
317.855	 212
318.442	 167
319.188	 206
319.43	 116
319.981	 162
320.175	 104
320.719	 195
320.774	 107
321.347	 230
321.426	 226
322.07	 143
322.685	 140
323.037	 225
323.956	 133
324.404	 213
325.139	 186
326.098	 207
326.218	 228
326.479	 212
326.808	 222
326.921	 164
327.225	 217
327.276	 229
327.6	 220
328.043	 215
328.737	 209
329.653	 216
329.772	 193
329.917	 214
331.06	 211
331.503	 205
331.593	 195
331.99	 231
332.564	 210
332.565	 186
332.591	 154
332.701	 223
332.778	 218
332.852	 107
333.662	 144
334.195	 208
334.235	 233
334.788	 148
334.856	 221
335.549	 126
337.021	 164
337.113	 226
337.127	 224
337.492	 219
337.564	 232
337.838	 106
338.109	 116
338.458	 162
339.033	 167
339.91	 143
341.584	 227
341.924	 133
342.767	 183
342.778	 112
343.728	 230
343.854	 151
344.08	 225
345.03	 161
345.115	 140
346.5	 103
346.562	 221
347.228	 217
347.462	 219
347.59	 208
347.622	 218
348.316	 210
348.392	 216
349.04	 233
349.095	 215
349.425	 229
349.758	 212
349.995	 209
350.179	 232
350.217	 213
350.322	 206
350.661	 222
351.182	 231
351.216	 193
351.366	 140
351.534	 106
352.07	 214
352.25	 161
352.419	 183
352.69	 211
353.461	 207
353.768	 234
353.986	 205
354.372	 164
355.616	 148
356.006	 220
356.538	 223
357.456	 143
357.564	 167
357.565	 126
357.774	 228
358.078	 195
358.427	 210
359.047	 227
359.342	 116
359.581	 133
359.944	 154
360.485	 224
360.702	 151
360.946	 112
361.811	 107
361.976	 144
363.329	 186
363.377	 162
364.17	 221
364.655	 214
365.49	 226
366.222	 223
367.426	 213
367.443	 224
367.65	 103
368.162	 232
368.619	 211
368.732	 229
369.485	 206
369.569	 212
369.747	 205
370.171	 207
371.076	 218
371.192	 209
371.314	 216
371.423	 228
372.467	 193
372.659	 220
373.217	 208
373.348	 217
373.44	 215
373.799	 222
374.531	 183
374.934	 164
375.253	 225
375.358	 219
375.931	 231
376.273	 116
376.529	 230
377.001	 133
377.73	 195
377.899	 140
378.102	 106
378.986	 161
379.209	 143
379.442	 226
379.525	 112
380.223	 234
380.329	 107
380.411	 209
380.719	 126
380.83	 167
381.732	 151
382.107	 162
382.682	 232
383.639	 217
384.534	 148
385.622	 154
386.009	 210
386.319	 144
386.518	 207
386.605	 205
388.023	 212
388.349	 213
388.877	 223
389.602	 220
389.775	 103
389.914	 211
390.143	 224
390.281	 186
391.816	 219
391.936	 222
392.342	 216
392.358	 221
392.841	 208
393.393	 218
393.649	 229
393.734	 233
395.211	 215
395.729	 112
395.769	 148
396.465	 206
396.509	 154
397.061	 225
397.068	 195
397.472	 106
398.221	 231
398.284	 116
398.521	 183
398.624	 162
398.935	 140
399.021	 167
399.139	 161
399.205	 186
399.563	 151
399.65	 226
400.13	 143
400.269	 214
401.383	 107
402.417	 193
403.728	 208
403.867	 227
403.945	 144
404.027	 228
404.461	 232
404.921	 133
405.418	 206
405.673	 213
406.236	 126
406.241	 229
406.527	 209
408.083	 219
408.12	 217
408.143	 164
409.494	 214
409.652	 222
409.759	 212
409.954	 207
410.059	 223
410.075	 218
410.175	 103
410.79	 210
412.069	 234
412.295	 205
412.389	 164
412.391	 151
412.859	 183
413.323	 216
413.582	 224
414.004	 215
414.326	 133
414.9	 154
415.031	 167
415.184	 211
415.257	 221
415.316	 112
415.998	 233
416.111	 220
416.349	 193
416.552	 161
417.5	 140
418.52	 227
418.645	 232
420.187	 217
420.261	 144
420.371	 126
421.04	 186
422.521	 218
423.354	 195
423.586	 116
424.02	 215
424.235	 224
424.729	 106
425.222	 107
425.768	 207
425.803	 143
425.979	 222
426.491	 162
426.908	 210
427.407	 221
428.059	 223
428.341	 148
429.229	 220
429.655	 219
429.722	 206
430.261	 140
430.303	 216
431.182	 211
431.941	 205
432.187	 209
432.56	 213
433.146	 214
433.428	 151
434.15	 103
434.285	 148
434.571	 143
435.113	 212
435.302	 144
435.551	 193
435.989	 186
436.89	 107
437.227	 133
437.746	 208
438.349	 164
439.611	 195
440.772	 167
441.37	 154
441.556	 126
442.912	 162
443.022	 210
443.437	 106
443.442	 112
443.862	 161
444.503	 183
444.943	 224
445.032	 215
445.724	 221
446.208	 211
446.821	 116
446.839	 217
448.686	 222
449.002	 208
449.077	 219
449.435	 209
449.747	 216
449.898	 220
450.535	 206
450.593	 207
451.07	 223
451.612	 205
452.777	 218
452.866	 116
453.527	 162
454.083	 213
454.437	 151
454.46	 193
455.019	 106
455.62	 212
456.08	 214
457.3	 140
457.698	 154
457.785	 126
457.81	 195
458.248	 164
458.71	 133
458.765	 148
459.228	 186
459.371	 112
460.626	 107
460.7	 103
460.931	 183
461.033	 213
461.675	 143
462.048	 161
462.211	 144
462.7	 208
463.25	 102
463.604	 215
464.147	 167
464.275	 101
464.325	 100
465.637	 223
466.439	 205
468.494	 112
469.221	 206
469.481	 211
469.518	 212
469.614	 218
